Transaction Number, Hmnsu, Description, Payment Mode, Operation Type, Date, Formated Logical, csn, confirmed, processDate, value, receivedValue, voucherValue, atm, station, line, operation
10500000000000001247, undefined, undefined,Credito,sale,03/05/2023 14:48:32,null,1107223997,false,Invalid Date,0.1,0.1,undefined,989898 - 2,Tmob,null,null,
10500000000000001248, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 14:50:22,null,3924506,true,03/05/2023 14:50:29,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001249, undefined, undefined,Credito,sale,03/05/2023 14:50:41,null,1107223997,false,Invalid Date,0.5,0.5,undefined,989898 - 2,Tmob,null,null,
34000000000000001250, 10000354, Comum dinheiro,Debito,sale,03/05/2023 14:52:35,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000001251, undefined, undefined,Credito,sale,03/05/2023 14:54:32,null,1107223997,false,Invalid Date,1.8,1.8,undefined,989898 - 2,Tmob,null,null,
34000000000000001252, 10000355, Comum dinheiro,Debito,sale,03/05/2023 14:57:35,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000001253, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 14:58:51,null,3924507,true,03/05/2023 14:58:59,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001254, undefined, e2e test,Credito,sale,03/05/2023 14:59:05,null,3924508,true,03/05/2023 14:59:08,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001255, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 14:59:31,null,3924509,true,03/05/2023 14:59:35,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001256, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 15:01:03,null,3924510,true,03/05/2023 15:01:07,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001257, undefined, undefined,Credito,sale,03/05/2023 15:06:32,null,1107230605,false,Invalid Date,4.5,4.5,undefined,2333 - 119,null,null,null,
10500000000000001258, undefined, undefined,Credito,sale,03/05/2023 15:06:51,null,null,false,Invalid Date,0.01,0.01,undefined,205 - 123,null,null,null,
10500000000000001259, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 15:19:27,null,3924511,true,03/05/2023 15:19:46,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001260, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 15:19:48,null,3924512,true,03/05/2023 15:19:52,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001261, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 15:19:54,null,3924513,true,03/05/2023 15:19:57,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001262, undefined, undefined,Credito,sale,03/05/2023 15:20:22,null,1107239693,false,Invalid Date,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001263, undefined, undefined,Credito,sale,03/05/2023 15:23:00,null,null,false,Invalid Date,20,20,undefined,205 - 123,null,null,null,
10500000000000001264, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 15:23:52,null,3924514,true,03/05/2023 15:23:57,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001265, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 15:23:59,null,3924515,true,03/05/2023 15:24:02,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001266, undefined, undefined,Credito,sale,03/05/2023 15:25:36,null,null,false,Invalid Date,0.11,0.11,undefined,205 - 123,null,null,null,
34000000000000001269, 10000369, Comum dinheiro,Dinheiro,sale,03/05/2023 15:28:38,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000001270, undefined, undefined,Credito,sale,03/05/2023 15:28:53,null,1107215597,false,Invalid Date,0.2,0.2,undefined,2323 - 117,Tmob,null,null,
10500000000000001271, undefined, undefined,Credito,sale,03/05/2023 15:29:55,null,null,false,Invalid Date,0.44,0.44,undefined,205 - 123,null,null,null,
10500000000000001272, undefined, undefined,Credito,sale,03/05/2023 15:31:12,null,1107215597,false,Invalid Date,0.15,0.15,undefined,2323 - 117,Tmob,null,null,
22800000000000001273, 10000370, Fidelidade,undefined,topup,03/05/2023 15:32:42,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
10500000000000001274, undefined, undefined,Credito,sale,03/05/2023 15:34:04,null,1107230605,false,Invalid Date,3.55,3.55,undefined,2333 - 119,null,null,null,
10500000000000001275, undefined, undefined,Credito,sale,03/05/2023 15:34:29,null,null,false,Invalid Date,0.02,0.02,undefined,205 - 123,null,null,null,
22800000000000001276, 10000371, Fidelidade,undefined,topup,03/05/2023 15:35:13,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
22800000000000001277, 10000372, Fidelidade,undefined,topup,03/05/2023 15:36:09,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
22800000000000001278, 10000373, Fidelidade,undefined,topup,03/05/2023 15:36:40,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
34000000000000001279, 10000374, Comum dinheiro,Dinheiro,sale,03/05/2023 15:38:37,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
22800000000000001280, 10000375, Fidelidade,undefined,topup,03/05/2023 15:41:41,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
22800000000000001281, 10000376, Fidelidade,undefined,topup,03/05/2023 15:43:40,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
10500000000000001282, undefined, undefined,Credito,sale,03/05/2023 15:47:07,null,1107230605,false,Invalid Date,4.04,4.04,undefined,2333 - 119,null,null,null,
10500000000000001283, undefined, undefined,Credito,sale,03/05/2023 15:47:39,null,1107223997,false,Invalid Date,0.1,0.1,undefined,989898 - 2,Tmob,null,null,
34000000000000001284, 10000380, Comum dinheiro,Dinheiro,sale,03/05/2023 15:49:09,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001285, 10000381, Comum dinheiro,Dinheiro,sale,03/05/2023 15:52:54,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000001286, undefined, undefined,Credito,sale,03/05/2023 15:53:46,null,1107223997,false,Invalid Date,0.2,0.2,undefined,989898 - 2,Tmob,null,null,
34000000000000001287, undefined, undefined,undefined,topup,03/05/2023 16:00:23,null,2453371343,false,Invalid Date,0,0,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000001288, undefined, undefined,Credito,sale,03/05/2023 16:01:26,null,null,false,Invalid Date,2.22,2.22,undefined,205 - 123,null,null,null,
10500000000000001289, undefined, undefined,Credito,sale,03/05/2023 16:02:36,null,null,false,Invalid Date,2.22,2.22,undefined,205 - 123,null,null,null,
22800000000000001290, 10000386, Fidelidade,undefined,topup,03/05/2023 16:04:22,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
10500000000000001291, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 16:07:13,null,3924516,true,03/05/2023 16:07:22,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001292, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 16:08:18,null,3924517,true,03/05/2023 16:08:21,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001293, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 16:08:36,null,3924518,true,03/05/2023 16:08:40,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001294, undefined, undefined,Credito,sale,03/05/2023 16:10:44,null,null,false,Invalid Date,0.11,0.11,undefined,205 - 123,null,null,null,
10500000000000001295, undefined, undefined,Credito,sale,03/05/2023 16:19:21,null,1107239693,false,Invalid Date,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001296, undefined, undefined,Credito,sale,03/05/2023 16:27:22,null,1107215597,false,Invalid Date,2.5,2.5,undefined,2323 - 117,Tmob,null,null,
10500000000000001297, undefined, undefined,Credito,sale,03/05/2023 16:33:22,null,1107215597,false,Invalid Date,1.5,1.5,undefined,2323 - 117,Tmob,null,null,
10500000000000001298, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 16:33:55,null,3924519,true,03/05/2023 16:34:03,5,5,undefined,2323 - 117,Tmob,null,null,
10500000000000001299, undefined, undefined,Credito,sale,03/05/2023 16:36:55,null,1107215597,false,Invalid Date,2,2,undefined,2323 - 117,Tmob,null,null,
10500000000000001300, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 17:48:05,null,3924520,true,03/05/2023 17:48:18,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001301, undefined, undefined,Credito,sale,03/05/2023 17:58:10,null,1107239693,false,Invalid Date,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001302, undefined, undefined,Credito,sale,03/05/2023 17:58:59,null,1107239693,false,Invalid Date,2,2,undefined,2 - 110,Miracatiba,null,null,
10500000000000001303, undefined, undefined,Credito,sale,03/05/2023 18:01:06,null,null,false,Invalid Date,4.55,4.55,undefined,205 - 123,null,null,null,
10500000000000001304, undefined, undefined,Credito,sale,03/05/2023 18:02:39,null,1107239693,false,Invalid Date,4,4,undefined,2 - 110,Miracatiba,null,null,
10500000000000001305, undefined, undefined,Credito,sale,03/05/2023 18:59:05,null,1107202365,false,Invalid Date,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001306, undefined, e2e test,Credito,sale,03/05/2023 18:59:57,null,3924521,true,03/05/2023 19:00:06,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001307, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 19:03:49,null,3924522,true,03/05/2023 19:03:53,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001308, undefined, undefined,Credito,sale,03/05/2023 19:06:11,null,1107202365,false,Invalid Date,2,2,undefined,2 - 110,Miracatiba,null,null,
22800000000000001309, 10000391, Fidelidade,undefined,topup,03/05/2023 19:12:34,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
10500000000000001310, undefined, QRCODE E2E TEST,Credito,sale,03/05/2023 19:26:48,null,3924523,true,03/05/2023 19:27:01,5,5,undefined,2 - 110,Miracatiba,null,null,
22800000000000001311, 10000403, Fidelidade,undefined,topup,03/05/2023 20:04:55,null,,false,Invalid Date,0,0,undefined,null - 1,undefined,undefined,undefined,
34000000000000001312, 10000404, Comum dinheiro,Dinheiro,sale,03/05/2023 21:14:25,null,null,true,03/05/2023 21:16:00,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000001313, undefined, undefined,Credito,sale,03/05/2023 21:14:25,null,1107239693,false,Invalid Date,1,1,undefined,2 - 110,Miracatiba,null,null,
34000000000000001314, 10000405, Comum dinheiro,Dinheiro,sale,03/05/2023 21:16:18,null,null,true,03/05/2023 21:16:30,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001315, 10000406, Comum dinheiro,Dinheiro,sale,03/05/2023 21:18:27,null,null,true,03/05/2023 21:18:39,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001316, 10000407, Comum dinheiro,Dinheiro,sale,03/05/2023 21:22:33,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001317, 10000408, Comum dinheiro,Dinheiro,sale,03/05/2023 21:22:59,null,null,true,03/05/2023 21:23:10,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000001318, undefined, Comum TOP 52,Credito,sale,03/05/2023 21:24:44,null,1107227629,false,Invalid Date,5,5,undefined,2 - 110,Miracatiba,null,null,
34000000000000001319, 10000409, Comum dinheiro,Debito,sale,03/05/2023 21:26:07,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001320, 10000410, Comum dinheiro,Dinheiro,sale,03/05/2023 21:27:12,null,null,false,Invalid Date,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001321, 10000411, Comum dinheiro,Dinheiro,sale,03/05/2023 21:27:26,null,null,true,03/05/2023 21:27:37,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000001322, undefined, e2e test,Credito,sale,03/05/2023 21:28:19,null,3924524,true,03/05/2023 21:28:25,5,5,undefined,2 - 110,Miracatiba,null,null,
34000000000000001323, 10000412, Comum dinheiro,Dinheiro,sale,03/05/2023 21:30:13,null,null,true,03/05/2023 21:30:24,2,2,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001324, 10000413, Comum dinheiro,Dinheiro,sale,03/05/2023 21:43:44,null,null,true,03/05/2023 21:44:07,5,5,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001325, 10000414, Comum dinheiro,Dinheiro,sale,03/05/2023 21:56:53,null,null,true,03/05/2023 21:57:18,5,5,undefined,5 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000001326, 10000416, Comum dinheiro,Dinheiro,sale,04/05/2023 12:22:17,null,null,true,04/05/2023 12:24:14,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
10500000000000001327, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 12:34:33,null,3924525,true,04/05/2023 12:34:48,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001328, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 12:35:25,null,3924526,true,04/05/2023 12:35:34,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001329, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 12:35:39,null,3924527,true,04/05/2023 12:35:44,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001330, undefined, Comum TOP 52,Credito,sale,04/05/2023 12:41:06,null,1107226349,false,Invalid Date,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001331, undefined, undefined,Credito,sale,04/05/2023 12:43:09,null,1107239693,false,Invalid Date,4,4,undefined,2 - 110,Miracatiba,null,null,
10500000000000001332, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 12:44:31,null,3924528,true,04/05/2023 12:44:39,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001333, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 12:46:58,null,3924529,true,04/05/2023 12:47:02,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001334, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 12:47:12,null,3924530,true,04/05/2023 12:47:15,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001335, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 13:24:44,null,3924531,true,04/05/2023 13:24:57,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001336, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 13:25:06,null,3924532,true,04/05/2023 13:25:10,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001337, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 13:25:25,null,3924533,true,04/05/2023 13:25:28,5,5,undefined,2 - 110,Miracatiba,null,null,
10500000000000001338, undefined, Comum TOP 52,Credito,sale,04/05/2023 13:26:22,null,1107195549,false,Invalid Date,10,10,undefined,2 - 110,Miracatiba,null,null,
10500000000000001340, undefined, Comum TOP 52,Credito,sale,04/05/2023 13:26:56,null,1107195549,false,Invalid Date,10,10,undefined,2 - 110,Miracatiba,null,null,
10500000000000001341, undefined, QRCODE E2E TEST,Credito,sale,04/05/2023 13:37:05,null,3924534,true,04/05/2023 13:37:19,5,5,undefined,2 - 110,Miracatiba,null,null,
34000000000000001342, 10000439, Comum dinheiro,Debito,sale,04/05/2023 16:42:37,null,null,false,Invalid Date,32.45,32.45,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001343, 10000440, Comum dinheiro,Debito,sale,04/05/2023 16:43:29,null,null,false,Invalid Date,78.65,78.65,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001344, 10000441, Comum dinheiro,Debito,sale,04/05/2023 16:43:50,null,null,false,Invalid Date,32.45,32.45,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001345, 10000442, VC D Onibus,Debito,sale,04/05/2023 16:45:54,null,null,false,Invalid Date,252,252,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001346, 10000444, VC D Onibus,Debito,sale,04/05/2023 16:46:23,null,null,false,Invalid Date,16.8,16.8,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001347, 10000445, VC D Onibus,Debito,sale,04/05/2023 16:46:55,null,null,false,Invalid Date,16.8,16.8,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001348, 10000446, VC D Onibus,Debito,sale,04/05/2023 16:47:19,null,null,false,Invalid Date,16.8,16.8,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001349, 10000457, Comum dinheiro,Dinheiro,sale,04/05/2023 17:15:50,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001350, 10000458, Comum dinheiro,Dinheiro,sale,04/05/2023 17:16:07,null,null,true,04/05/2023 17:16:35,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001351, 10000459, Comum dinheiro,Dinheiro,sale,04/05/2023 17:17:01,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001352, 10000460, Comum dinheiro,Dinheiro,sale,04/05/2023 17:17:56,null,null,true,04/05/2023 17:18:05,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001353, 10000461, Comum dinheiro,Dinheiro,sale,04/05/2023 17:19:54,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001354, 10000462, Comum dinheiro,Dinheiro,sale,04/05/2023 17:23:19,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001355, 10000463, Comum dinheiro,Dinheiro,sale,04/05/2023 17:24:16,null,null,true,04/05/2023 17:24:45,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001356, 10000464, Comum dinheiro,Dinheiro,sale,04/05/2023 17:25:36,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001357, 10000465, Comum dinheiro,Debito,sale,04/05/2023 17:26:58,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001358, 10000466, Comum dinheiro,Debito,sale,04/05/2023 17:38:17,null,null,true,04/05/2023 17:39:11,5,5,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001359, undefined, undefined,undefined,topup,04/05/2023 17:39:08,null,2555760911,false,Invalid Date,0,0,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001360, 10000472, Comum dinheiro,Dinheiro,sale,04/05/2023 17:46:46,null,null,false,Invalid Date,5,5,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001361, 10000473, Comum dinheiro,Dinheiro,sale,04/05/2023 17:47:04,null,null,false,Invalid Date,5,5,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001362, 10000474, Comum dinheiro,Dinheiro,sale,04/05/2023 17:47:17,null,null,false,Invalid Date,5,5,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001363, 10000475, Comum dinheiro,Dinheiro,sale,04/05/2023 17:47:47,null,null,false,Invalid Date,5,5,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001364, 10000476, Comum dinheiro,Dinheiro,sale,04/05/2023 17:48:17,null,null,true,04/05/2023 17:48:55,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001365, 10000477, Comum dinheiro,Dinheiro,sale,04/05/2023 17:51:18,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001366, 10000478, Comum dinheiro,Debito,sale,04/05/2023 17:51:34,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001367, 10000479, Comum dinheiro,Dinheiro,sale,04/05/2023 17:52:58,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001368, 10000480, Comum dinheiro,Dinheiro,sale,04/05/2023 17:53:12,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001369, 10000481, Comum dinheiro,Dinheiro,sale,04/05/2023 17:53:47,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001370, 10000482, Comum dinheiro,Dinheiro,sale,04/05/2023 17:54:04,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001371, 10000483, Comum dinheiro,Dinheiro,sale,04/05/2023 17:54:17,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001372, 10000484, Comum dinheiro,Dinheiro,sale,04/05/2023 17:54:30,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001373, 10000489, Comum dinheiro,Dinheiro,sale,04/05/2023 17:57:02,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001374, 10000490, Comum dinheiro,Dinheiro,sale,04/05/2023 17:57:25,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001375, 10000491, Comum dinheiro,Dinheiro,sale,04/05/2023 17:57:48,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001376, 10000492, Comum dinheiro,Dinheiro,sale,04/05/2023 17:58:07,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001377, 10000493, Comum dinheiro,Dinheiro,sale,04/05/2023 17:58:23,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001378, 10000494, Comum dinheiro,Dinheiro,sale,04/05/2023 17:58:46,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001379, 10000495, Comum dinheiro,Dinheiro,sale,04/05/2023 17:58:58,null,null,true,04/05/2023 17:59:20,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001380, 10000496, Comum dinheiro,Dinheiro,sale,04/05/2023 17:59:48,null,null,true,04/05/2023 18:00:08,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001381, 10000497, Comum dinheiro,Dinheiro,sale,04/05/2023 18:01:16,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001382, 10000498, Comum dinheiro,Dinheiro,sale,04/05/2023 18:01:38,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001383, 10000499, Comum dinheiro,Dinheiro,sale,04/05/2023 18:02:53,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001384, 10000500, Comum dinheiro,Dinheiro,sale,04/05/2023 18:04:14,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001385, 10000501, Comum dinheiro,Dinheiro,sale,04/05/2023 18:05:22,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001386, 10000502, Comum dinheiro,Dinheiro,sale,04/05/2023 18:05:35,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001387, 10000503, Comum dinheiro,Dinheiro,sale,04/05/2023 18:05:59,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001388, 10000504, Comum dinheiro,Dinheiro,sale,04/05/2023 18:06:14,null,null,true,04/05/2023 18:06:46,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001389, 10000505, Comum dinheiro,Dinheiro,sale,04/05/2023 18:07:52,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001390, 10000511, Comum dinheiro,Dinheiro,sale,04/05/2023 18:09:33,null,null,true,04/05/2023 18:09:46,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001391, 10000512, Comum dinheiro,Dinheiro,sale,04/05/2023 18:10:10,null,null,true,04/05/2023 18:10:24,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001392, 10000516, Comum dinheiro,Dinheiro,sale,04/05/2023 18:11:40,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001393, 10000517, Comum dinheiro,Dinheiro,sale,04/05/2023 18:21:13,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001394, 10000518, Comum dinheiro,Dinheiro,sale,04/05/2023 18:21:42,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001395, 10000519, Comum dinheiro,Dinheiro,sale,04/05/2023 18:21:58,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001396, 10000520, Comum dinheiro,Dinheiro,sale,04/05/2023 18:22:13,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001397, 10000521, Comum dinheiro,Dinheiro,sale,04/05/2023 18:23:11,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001398, 10000522, Comum dinheiro,Dinheiro,sale,04/05/2023 18:23:29,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001399, 10000523, Comum dinheiro,Dinheiro,sale,04/05/2023 18:23:56,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001400, 10000524, Comum dinheiro,Dinheiro,sale,04/05/2023 18:24:25,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001401, 10000525, Comum dinheiro,Dinheiro,sale,04/05/2023 18:24:45,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001402, 10000526, Comum dinheiro,Dinheiro,sale,04/05/2023 18:25:07,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
34000000000000001403, 10000527, Comum dinheiro,Dinheiro,sale,04/05/2023 18:25:41,null,null,false,Invalid Date,2,2,undefined,4 - 1,AEROPORTO,automação item,AEROPORTO,
